B1_DESC;B1_DESC;Equivalencia;Cantidad;Cantidad Comprobantes;Cant Clientes;80/20;Meses Vendidos ;"Peso (Kg) 
(producto+empaque)";"Ancho (mm)
(producto+empaque)";"Largo(mm)
(producto+empaque)";"Alto(mm)
(producto+empaque)";Clasificacion CD
ROD212SKF33;YAR 212-207-2F;989620;42;23;15;0,01%;17;1,3370;69;114;116;CC1
ROD212SKF38;YEL 212-207-2F;989900;21;11;9;0,00%;8;1,6000;84;114;116;CD1
ROD214SKF15;YAR 214-207-2F;989920;16;7;3;0,00%;6;2,4620;85;145;152;CD9
ROD213SKF28;YAR 213-208-2F;990100;2;1;1;0,00%;1;1,9110;74;124;126;CD9
ROD213SKF31;YAR 213-2F;990200;232;80;35;0,04%;30;1,8064;74;124;126;AB1
ROD213SKF30;YAR 213-211-2F;990300;4;1;1;0,00%;1;1,6630;74;124;126;OO9
ROD214SKF17;YAR 214-2F;990800;251;93;38;0,08%;33;2,0000;85;145;152;AB1
ROD215SKF24;YAR 215-215-2F;990900;8;2;2;0,00%;2;2,2170;85;145;152;CD9
ROD215SKF25;YAR 215-2F;991300;46;27;12;0,02%;17;2,1780;85;145;152;BC1
ROD216SKF18;YAR 216-300-2F;991410;25;15;2;0,01%;9;2,8330;85;145;152;CD9
ROD216SKF17;YAR 216-2F;991510;75;39;18;0,04%;24;2,5600;85;145;152;AC1
ROD6017PEE;PER.6017B-2RSTFPC4F7-A;991620;12;6;4;0,00%;5;0,8880;143;143;38;CD1
ROD218SKF15;YAR 218-2F;991710;30;17;9;0,02%;13;4,1060;96;165;172;CD1
ROD220SKF15;YAR 220-2F;991750;4;2;2;0,00%;2;5,7000;106;184;192;CD2
ROD213SKF4;ECY 213;991780;6;1;1;0,00%;1;0,0630;129;129;42;OO9
ROD583SKF;BB1-0583;992900;225;43;30;0,01%;24;0,0884;17;45;47;CC1
ROD203PEE12;PER.BB203RYY2;992900;565;50;40;0,01%;23;0,0900;64;64;19;#N/D
ROD203PEE9;PER.203KRR3;992910;94;3;2;0,00%;3;0,1100;55;55;35;#N/D
ROD203PEE10;PER.203RRR5-A;992920;64;9;6;0,00%;9;0,1500;55;55;35;#N/D
ROD204PEE7;PER.204PY3;993300;36;6;4;0,00%;5;0,1900;55;55;35;CD2
ROD204PEE8;PER.BB204RRY3-C;993300;240;2;1;0,01%;2;0,1300;64;64;19;BD9
ROD9504PEE;PER.Z9504-2RSTLD;993320;27;7;5;0,00%;7;0,1100;64;64;19;CD1
ROD5203PEE3;PER.5203KYY2;994810;1.259;38;22;0,05%;16;0,2400;70;70;45;AC1
ROD5203PEE4;PER.5203RYY2;994810;159;1;1;0,01%;1;0,2200;70;70;45;BD9
ROD305805SKF;305805 C-2Z;994860;4;1;1;0,00%;1;0,3265;29;65;67;CD9
ROD305803SKF;305803 C-2Z;995620;6;2;1;0,00%;2;0,1694;26;55;57;CD9
ROD305803SKF2;305803 C-2RS;995624;5;2;1;0,00%;2;0,1694;26;55;57;OO9
ROD305706SKF;305706 C-2Z;995630;21;6;2;0,01%;4;0,4915;28;76;78;OO9
ROD1SKF19;RAS1 15/16;995905;13;6;2;0,00%;5;;;;;CD1
ROD204SKF11;RIS 204;998001;5;2;2;0,00%;2;0,0139;53;53;19;CD9
ROD205SKF13;RIS 205;998003;14;6;2;0,00%;4;0,0280;62;62;21;CD2
ROD1SKF25;SYE 1.11/16 H;998915;1;1;1;0,00%;1;;;;;CD9
ROD3SKF16;SYR 3.7/16 H;999200;10;7;4;0,03%;6;15,0800;180;361;230;AD1
ROD505860SKF;PWM 505860;999259;110;2;1;0,02%;2;0,0876;67;67;67;AD9
ROD1SKF10;FYRP 1.3/4 H;999260;2;2;1;0,00%;2;3,4500;87;182;186;CD9
ROD3SKF14;SYR 3 H;999498;2;1;1;0,00%;1;;;;;BD9
ROD2SKF19;SYR 2.7/16 H;999500;5;3;3;0,01%;3;7,2300;109;280;186;BD2
ROD4SKF17;SYR 4;999502;4;1;1;0,00%;1;;;;;BD9
ROD2SKF9;FYRP 2.1/2 NH;999508;174;56;20;0,17%;24;5,6600;99;218;223;AB1
ROD2SKF18;SYR 2.15/16 H;999600;15;10;7;0,03%;7;9,5460;158;298;187;AC1
ROD309SKF;309;1000570;7;3;2;0,00%;3;0,9140;29;104;106;CD9
AUT33028SKF;VKM 33028;1400000;12;12;8;0,00%;7;1,2810;64;109;222;CD1
AUT38125SKF;VKM 38125;1400010;3;2;2;0,00%;2;0,1960;64;95;97;CD2
AUT56001SKF;VKMCV 56001;1400100;8;8;2;0,00%;6;1,7700;109;268;104;CD2
AUT33032SKF;VKM 33032;1400200;396;349;120;0,04%;36;0,7006;84;111;111;AB1
AUT33036SKF;VKM 33036;1400390;101;93;40;0,02%;33;0,7500;84;111;111;BB1
AUT33069SKF;VKM 33069;1400400;23;23;15;0,00%;15;0,3080;49;76;78;CC1
AUT11008SKF;VKM 11008;1400450;;2;1;0,00%;1;0,7620;84;111;111;CD9
ROD6016SKF;6016;1400500;152;33;13;0,02%;19;0,8883;29;134;136;BC1
AUT14108SKF;VKM 14108;1400500;5;4;3;0,00%;4;0,2810;64;95;97;CD9
AUT34071SKF;VKM 34071;1400590;3;5;3;0,00%;4;1,2366;137;190;125;CD9
AUT31022SKF;VKM 31022;1400610;6;14;10;0,00%;11;0,9000;137;190;125;CD1
AUT31338SKF;VKM 31338;1400630;10;8;8;0,00%;6;0,3410;111;111;84;CC1
AUT11018SKF;VKM 11018;1400670;2;2;2;0,00%;2;0,7530;84;111;111;CD2
AUT52003SKF;VKMCV 52003;1400800;33;36;15;0,01%;24;1,6768;109;268;104;BC1
AUT3101SKF;VKM 03101;1400870;2;2;2;0,00%;2;0,5210;49;76;78;CD2
AUT52002SKF;VKMCV 52002;1400900;16;13;12;0,00%;12;0,6940;109;268;104;CC1
AUT34008SKF;VKM 34008;1400950;2;2;2;0,00%;2;0,9950;137;190;125;OO9
AUT52005SKF;VKMCV 52005;1401000;4;4;2;0,00%;4;1,3920;111;111;84;CD2
AUT63004SKF;VKM 63004;1401120;2;2;2;0,00%;2;1,5740;137;190;125;CD9
AUT85000SKF;VKM 85000;1401150;2;2;2;0,00%;2;0,3790;49;76;78;OO9
AUT75100SKF;VKM 75100;1401300;1;1;1;0,00%;1;0,3890;84;111;111;CD9
AUT34005SKF;VKM 34005;1401400;10;12;9;0,00%;10;0,3740;84;111;111;CD1
AUT3011SKF;VKM 03011;1401500;2;2;2;0,00%;1;;;;;OO9
AUT33034SKF;VKM 33034;1401500;31;22;11;0,00%;18;0,1705;64;95;97;CC1
AUT33026SKF;VKM 33026;1401700;2;2;1;0,00%;2;0,4860;68;138;138;CD9
AUT11054SKF;VKM 11054;1402100;5;5;4;0,00%;4;0,3780;64;95;97;CD2
AUT12390SKF;VKM 12390;1402320;16;16;10;0,00%;12;0,4660;64;95;97;CD1
AUT71014SKF;VKM 71014;1402400;191;144;63;0,03%;35;0,4420;64;95;97;AB1
AUT24212SKF;VKM 24212;1402600;4;3;3;0,00%;3;0,2580;64;95;97;CD2
AUT24214SKF;VKM 24214;1402700;2;2;2;0,00%;2;0,1792;49;76;78;CD9
AUT31002SKF;VKM 31002;1402800;36;32;22;0,00%;20;0,1290;49;76;78;CC1
AUT14220SKF;VKM 14220;1402900;2;2;2;0,00%;2;0,3470;68;138;138;CD9
AUT77300SKF;VKM 77300;1403100;1;1;1;0,00%;1;0,2710;49;76;78;OO9
AUT34056SKF;VKM 34056 A;1403500;1;1;1;0,00%;1;0,7600;70;86;100;OO9
AUT3600SKF;VKM 03600;1403600;30;27;20;0,01%;20;0,5090;49;76;78;CC1
AUT73005SKF;VKM 73005;1403710;4;4;4;0,00%;4;0,2970;64;95;97;CD2
AUT23214SKF;VKM 23214;1403800;2;2;2;0,00%;2;0,4010;64;95;97;OO9
AUT13132SKF;VKM 13132;1403900;1;3;2;0,00%;2;0,4130;64;95;97;CD2
AUT13256SKF;VKM 13256 A;1404000;58;48;26;0,01%;28;0,2950;65;95;100;BB1
AUT23256SKF;VKM 23256;1404100;57;57;32;0,00%;28;0,2496;49;76;78;CC1
AUT36041SKF;VKM 36041;1404160;40;37;24;0,01%;24;0,8520;137;190;125;BC1
AUT33061SKF;VKM 33061;1404200;31;27;20;0,01%;19;0,6310;84;111;111;CC1
AUT33060SKF;VKM 33060;1404300;3;5;3;0,00%;3;0,1900;64;95;97;CD2
AUT36017SKF;VKM 36017;1404400;38;41;30;0,01%;26;0,2930;49;76;78;BC1
AUT70001SKF;VKM 70001 A;1404500;5;4;4;0,00%;4;0,4200;73;125;52;CD9
AUT12299SKF;VKM 12299 H;1404900;594;224;53;0,02%;36;0,2780;49;65;68;BB1
AUT32031SKF;VKM 32031 H;1405000;1.795;893;219;0,07%;36;0,1300;49;76;78;AB1
AUT32093SKF;VKM 32093;1405010;14;10;7;0,00%;6;0,1600;49;76;78;CC1
AUT32023SKF;VKM 32023;1405100;194;157;56;0,03%;35;0,7440;137;190;125;AB1
AUT31012SKF;VKM 31012;1405200;8;10;8;0,00%;8;1,5830;183;250;190;CD2
AUT32299SKF;VKM 32299;1405300;49;40;22;0,00%;25;0,1340;64;95;97;CC1
AUT35016SKF;VKM 35016;1405400;29;29;17;0,00%;19;0,2710;68;138;138;CC1
AUT34107SKF;VKM 34107;1405500;7;6;6;0,00%;5;0,4460;84;111;111;CD2
AUT16021SKF;VKM 16021;1405700;5;4;4;0,00%;4;0,2790;64;95;97;CD9
AUT34030SKF;VKM 34030;1405800;8;9;6;0,00%;6;0,1710;49;76;78;CD1
AUT34031SKF;VKM 34031;1405850;1;1;1;0,00%;1;0,1580;64;95;97;CD9
AUT35012SKF;VKM 35012;1406050;2;1;1;0,00%;1;0,8200;137;190;125;OO9
AUT4810SKF;VKM 04810 A;1406060;27;22;16;0,00%;18;0,1200;95;95;30;CC1
AUT14222SKF;VKM 14222;1406100;6;8;6;0,00%;7;0,4040;68;138;138;CD1
AUT14224SKF;VKM 14224;1406110;49;41;29;0,01%;20;0,2950;64;95;97;CC1
AUT14224SKF2;VKM 14224 A;1406110;21;19;12;0,00%;8;0,2530;65;95;100;CC1
AUT33019SKF;VKM 33019;1406150;9;12;8;0,00%;9;0,6030;137;125;95;CD1
AUT31015SKF;VKM 31015;1406200;4;4;4;0,00%;4;0,6730;137;125;95;CD2
AUT23258SKF;VKM 23258;1406350;4;6;2;0,00%;4;0,2407;49;76;78;CD9
AUT33020SKF;VKM 33020;1406400;16;14;7;0,00%;9;0,2043;64;95;97;CC1
AUT76202SKF;VKM 76202;1406500;1;1;1;0,00%;1;0,1480;49;76;78;CD9
AUT53001SKF;VKMCV 53001;1406750;3;5;4;0,00%;4;1,3658;109;268;104;CD2
AUT3106SKF;VKM 03106;1407010;41;39;23;0,01%;23;0,4007;49;76;78;BC1
AUT3810SKF;VKM 03810;1407015;2;2;2;0,00%;2;0,4418;64;95;97;CD2
AUT3821SKF;VKM 03821;1407030;17;14;12;0,00%;12;0,4040;49;76;78;CC1
AUT84600SKF;VKM 84600;1408300;1;1;1;0,00%;1;0,3300;49;76;78;OO9
AUT25215SKF;VKM 25215;1408450;7;11;8;0,00%;8;0,4220;64;95;97;CD2
AUT31040SKF;VKM 31040;1408500;1;1;1;0,00%;1;0,3140;49;76;78;CD9
AUT31013SKF;VKM 31013;1408550;3;3;3;0,00%;3;0,9580;137;190;125;CD9
AUT34044SKF;VKM 34044;1408680;124;118;47;0,04%;33;2,6130;270;370;183;AB1
AUT11116SKF;VKM 11116;1408800;17;17;16;0,00%;14;0,7410;84;111;111;CC1
AUT11142SKF;VKM 11142;1409000;1;1;1;0,00%;1;0,8140;135;65;135;OO9
AUT12182SKF;VKM 12182;1409400;1;1;1;0,00%;1;0,4102;64;95;97;CD9
AUT13214SKF;VKM 13214;1409700;5;5;5;0,00%;4;0,3230;64;95;97;CD2
AUT13216SKF;VKM 13216;1409750;;2;1;0,00%;2;0,3210;64;95;97;CD9
AUT33100SKF;VKM 33100;1410100;565;432;150;0,05%;36;0,1731;64;95;97;AB1
AUT22390SKF;VKM 22390;1410430;11;10;6;0,00%;8;0,4760;64;95;97;CD1
AUT16604SKF;VKM 16604;1410450;1;1;1;0,00%;1;0,3500;64;95;97;CD9
AUT18400SKF;VKM 18400;1410960;1;1;1;0,00%;1;0,5150;64;95;97;CD9
AUT21115SKF;VKM 21115;1411150;6;6;5;0,00%;5;0,4640;137;190;125;CD2
AUT82000SKF;VKML 82000;1411270;4;4;4;0,00%;4;1,5610;297;518;71;CD1
AUT84004SKF;VKML 84004;1411273;1;3;2;0,00%;2;1,7650;147;320;52;CD2
AUT83504SKF;VKML 83504;1411276;1;1;1;0,00%;1;0,5470;218;311;71;CD9
AUT84602SKF;VKML 84602;1411294;1;1;1;0,00%;1;0,5390;218;311;71;CD9
AUT91000SKF;VKML 91000;1411296;2;2;2;0,00%;2;1,5980;147;320;52;CD2
AUT51007SKF;VKMCV 51007;1411340;1;1;1;0,00%;1;1,7020;109;268;104;OO9
AUT51011SKF;VKMCV 51011;1411400;1;1;1;0,00%;1;1,6540;109;268;104;CD9
AUT52004SKF;VKMCV 52004;1411520;1;1;1;0,00%;1;0,7425;109;268;104;CD9
AUT52006SKF;VKMCV 52006;1411540;36;35;19;0,01%;21;1,6017;109;268;104;BC1
AUT52007SKF;VKMCV 52007;1411560;2;2;2;0,00%;2;0,7133;84;111;111;CD2
AUT52013SKF;VKMCV 52013;1411600;19;20;11;0,00%;12;0,8200;109;268;104;BC1
AUT53009SKF;VKMCV 53009;1411720;;2;1;0,00%;1;0,6420;84;111;111;CD9
AUT56003SKF;VKMCV 56003;1411760;1;3;2;0,00%;2;0,2750;84;111;111;CD2
AUT53015SKF;VKMCV 53015;1411800;1;1;1;0,00%;1;1,7420;109;268;104;CD9
AUT3612SKF;VKM 03612;1411880;125;106;37;0,02%;33;0,3610;64;95;97;BB1
AUT16009SKF;VKM 16009 A;1411882;17;17;12;0,00%;12;0,0010;1;1;1;CC1
AUT75001SKF;VKM 75001;1412140;1;1;1;0,00%;1;0,7280;84;111;111;CD9
AUT11258SKF;VKM 11258;1412750;1;1;1;0,00%;1;0,2060;49;76;78;CD9
AUT52012SKF;VKMCV 52012;1412833;22;20;14;0,01%;13;0,7829;109;268;104;BC1
AUT3112SKF;VKM 03112;1413160;144;133;68;0,04%;35;0,4200;49;76;78;AB1
AUT33130SKF;VKM 33130;1413240;3;4;3;0,00%;3;0,8280;137;190;125;CD2
AUT11269SKF;VKM 11269;1413630;26;28;17;0,00%;16;0,6440;64;95;97;CC1
AUT33161SKF;VKM 33161;1413920;158;139;62;0,02%;32;0,6530;84;111;111;AB1
AUT61086SKF;VKM 61086;1413950;159;130;73;0,03%;34;0,4560;64;95;97;AB1
AUT31054SKF;VKM 31054;1413960;10;10;9;0,00%;9;1,0120;185;250;110;CD1
AUT60003SKF;VKM 60003;1414020;14;14;13;0,01%;11;0,7230;137;190;125;CD1
AUT33133SKF;VKM 33133;1414060;1;1;1;0,00%;1;0,7460;84;111;111;CD9
AUT3601SKF;VKM 03601;1420430;1;1;1;0,00%;1;0,3727;49;76;78;CD9
AUT23230SKF;VKM 23230;1420550;28;25;19;0,00%;17;0,2310;49;76;78;CC1
AUT31007SKF;VKM 31007;1421150;2;1;1;0,00%;1;0,2820;84;111;111;OO9
AUT31008SKF;VKM 31008;1421180;817;542;160;0,06%;36;0,2230;64;95;97;AB1
AUT31009SKF;VKM 31009;1421200;1;1;1;0,00%;1;0,2590;49;76;78;OO9
AUT31010SKF;VKM 31010;1421250;1;1;1;0,00%;1;0,2040;64;95;97;CD9
AUT31033SKF;VKM 31033;1421300;2;2;2;0,00%;2;0,9660;185;250;110;CD9
AUT31034SKF;VKM 31034;1421330;3;3;3;0,00%;3;0,9533;137;145;125;CD2
AUT31039SKF;VKM 31039;1421350;34;28;16;0,01%;16;0,2268;64;95;97;CC1
AUT31041SKF;VKM 31041;1421400;458;261;107;0,03%;36;0,1365;49;76;78;AB1
AUT34009SKF;VKM 34009;1421450;1;1;1;0,00%;1;0,9610;137;190;125;CD9
AUT32008SKF;VKM 32008;1421600;1;7;3;0,00%;4;0,5220;49;76;78;OO9
AUT11202SKF;VKM 11202;1421650;2;2;2;0,00%;2;0,5300;64;95;97;CD9
AUT26117SKF;VKM 26117;1421700;5;9;7;0,00%;6;1,4690;137;190;125;CD2
AUT34034SKF;VKM 34034 H;1421750;74;47;25;0,00%;26;0,2470;49;76;78;CC1
AUT31207SKF;VKM 31207;1422000;1.227;744;183;0,10%;36;0,2750;64;95;97;AB1
AUT21147SKF;VKM 21147;1422050;31;29;16;0,00%;18;0,2390;49;76;78;CC1
AUT21148SKF;VKM 21148;1422070;31;24;10;0,00%;15;0,2220;49;76;78;CC1
AUT21256SKF;VKM 21256;1422100;1;1;1;0,00%;1;0,7460;64;95;97;CD9
AUT16503SKF;VKM 16503;1422240;27;28;17;0,01%;21;0,5335;64;95;97;CC1
AUT26503SKF;VKM 26503;1422250;18;16;10;0,00%;13;0,2460;64;95;97;CC1
AUT15218SKF;VKM 15218;1422300;9;8;4;0,00%;7;0,4040;64;95;97;CD9
AUT36035SKF;VKM 36035;1422350;29;30;19;0,01%;15;0,5630;64;109;222;BC1
AUT36040SKF;VKM 36040;1422380;181;123;53;0,01%;34;0,1130;49;76;78;BB1
AUT13234SKF;VKM 13234;1422400;1;1;1;0,00%;1;0,2980;64;95;97;OO9
AUT77401SKF;VKM 77401;1422450;1;1;1;0,00%;1;0,2190;49;76;78;OO9
AUT13253SKF;VKM 13253;1422550;1;1;1;0,00%;1;0,2680;64;95;97;OO9
AUT13253SKF2;VKM 13253 A;1422550;141;119;56;0,02%;33;0,2600;45;78;78;BB1
AUT33043SKF;VKM 33043;1422600;15;17;12;0,00%;15;0,7320;137;190;125;CC1
AUT33048SKF;VKM 33048;1422610;7;7;7;0,00%;5;0,2567;49;76;78;CD1
AUT31038SKF;VKM 31038;1422650;5;5;3;0,00%;5;0,3840;49;76;78;CD2
AUT36055SKF;VKM 36055;1422800;71;64;29;0,02%;27;0,6500;111;111;84;BB1
AUT36072SKF;VKM 36072;1422850;8;7;6;0,00%;7;0,7800;137;125;95;CD2
AUT36053SKF;VKM 36053;1422920;7;9;6;0,00%;7;0,9970;137;190;125;CD2
AUT21220SKF;VKM 21220;1422950;13;11;9;0,00%;11;0,0750;49;76;78;CC1
AUT38020SKF;VKM 38020;1423150;88;91;54;0,02%;34;0,9162;137;145;125;BB1
AUT38882SKF;VKM 38882;1423170;17;25;12;0,01%;15;0,8800;137;190;125;BC1
AUT31018SKF;VKM 31018;1423200;2;4;3;0,00%;4;1,1320;185;250;110;CD9
AUT32242SKF;VKM 32242;1423250;1;1;1;0,00%;1;0,2090;64;95;97;CD9
AUT32260SKF;VKM 32260 A;1423251;1;1;1;0,00%;1;0,1900;60;82;82;CD9
AUT26105SKF;VKM 26105;1423600;10;11;7;0,00%;9;0,1412;49;76;78;CD1
AUT26310SKF;VKM 26310;1423610;9;9;8;0,00%;8;0,1440;49;76;78;CD1
AUT4611SKF;VKM 4611;1423610;;2;1;0,00%;1;0,1020;35;55;55;OO9
AUT11250SKF;VKM 11250;1423700;25;27;20;0,01%;18;0,6400;64;95;97;BC1
AUT34108SKF;VKM 34108;1423800;13;13;13;0,00%;11;1,8030;183;250;190;CD1
AUT77100SKF;VKM 77100;1423900;8;8;7;0,00%;8;0,3200;64;95;97;CD1
AUT33300SKF;VKM 33300;1423950;148;152;66;0,03%;32;0,6276;68;138;138;AB1
AUT12241SKF;VKM 12241;1424200;2;2;2;0,00%;2;0,3080;64;95;97;OO9
AUT17304SKF;VKM 17304;1424300;1;1;1;0,00%;1;0,3760;64;95;97;OO9
AUT75629SKF;VKM 75629;1424350;1;1;1;0,00%;1;0,5130;64;95;97;CD9
AUT85153SKF;VKM 85153;1424400;2;2;2;0,00%;2;0,3100;49;76;78;CD2
AUT31016SKF;VKM 31016;1424450;16;17;12;0,00%;12;0,8340;137;145;125;CC1
AUT1016SKF2;VKM 01016 A;1424460;209;169;76;0,02%;30;0,1800;70;70;24;BB1
AUT34014SKF;VKM 34014;1424670;7;6;5;0,00%;6;0,9430;137;145;125;CD2
AUT36030SKF;VKM 36030;1424700;3;3;3;0,00%;2;0,8231;137;125;95;CD2
AUT75006SKF;VKM 75006;1424750;4;4;4;0,00%;4;0,4060;111;111;84;CD2
AUT75033SKF;VKM 75033;1424800;2;2;2;0,00%;2;0,4160;84;111;111;OO9
AUT75044SKF;VKM 75044;1424850;2;2;2;0,00%;2;0,1887;49;76;78;CD9
AUT75613SKF;VKM 75613;1424900;1;1;1;0,00%;1;0,2600;49;76;78;OO9
AUT75616SKF;VKM 75616;1424950;1;1;1;0,00%;1;0,4310;111;111;84;CD9
AUT75621SKF;VKM 75621;1424980;5;4;3;0,00%;4;0,2780;49;76;78;CD2
AUT23257SKF;VKM 23257;1425050;4;6;2;0,00%;4;0,2380;49;76;78;CD2
AUT17303SKF;VKM 17303;1425260;1;1;1;0,00%;1;0,4480;84;111;111;CD9
AUT36050SKF;VKM 36050;1425450;21;24;16;0,01%;17;0,6750;137;125;95;CC1
AUT16002SKF;VKM 16002;1425500;47;43;31;0,01%;18;0,3470;64;95;97;CC1
AUT4776SKF;VKM 04776 A;1425650;75;62;20;0,03%;28;1,0200;90;185;70;AB1
AUT4776SKF2;VKM 04776 AP;1425660;50;42;31;0,00%;26;0,2800;90;90;30;CC1
AUT51003SKF;VKMCV 51003;1425750;6;6;3;0,00%;5;1,4600;109;268;104;CD1
AUT33075SKF;VKM 33075;1425950;3;2;2;0,00%;2;0,2840;49;76;78;CD2
AUT4780SKF;VKM 04780 A;1426350;28;23;15;0,01%;18;0,6600;65;155;100;CC1
AUT4968SKF;VKM 4968;1426365;10;12;6;0,00%;5;0,3250;60;82;82;CC1
AUT4786SKF;VKM 04786 A;1426400;1;1;1;0,00%;1;0,7000;50;160;100;CD9
AUT4774SKF2;VKM 4774;1426450;152;126;47;0,04%;31;0,6850;95;95;250;AB1
AUT5022SKF;VKM 05022 A;1426500;156;159;77;0,02%;34;0,3400;55;55;50;BB1
AUT4754SKF;VKM 04754 A;1426510;105;76;25;0,01%;31;0,3200;78;78;45;BB1
AUT15230SKF;VKM 15230 A;1426550;34;35;19;0,01%;20;0,3200;75;75;42;CC1
AUT60008SKF;VKM 60008 A;1426600;228;208;81;0,06%;31;1,4800;800;230;100;AB1
AUT11073SKF;VKM 11073;1426650;1;1;1;0,00%;1;0,3310;64;95;97;CD9
AUT33132SKF;VKM 33132;1426800;3;2;1;0,00%;2;0,5130;49;76;78;CD9
AUT4752SKF;VKM 04752 A;1426850;4;4;4;0,00%;3;0,8000;190;243;85;CD9
AUT4752SKF3;VKM 4752;1426850;93;75;44;0,02%;27;0,8242;109;109;109;AB1
AUT4793SKF;VKM 4793;1426870;100;78;32;0,00%;32;0,1200;90;35;90;CB1
AUT4752SKF2;VKM 04752 AP;1426900;670;363;111;0,04%;32;0,2200;78;78;45;AB1
AUT76102SKF;VKM 76102;1427050;13;15;11;0,00%;14;0,1690;49;76;78;CD1
AUT70000SKF;VKM 70000 A;1427100;39;39;27;0,01%;21;0,4200;100;135;80;CC1
AUT80000SKF;VKM 80000;1427150;125;92;37;0,01%;34;0,2040;64;95;97;CB1
AUT71303SKF;VKM 71303;1427200;5;5;5;0,00%;5;0,6670;68;138;138;CD1
AUT4911SKF;VKM 04911 A;1427500;8;7;5;0,00%;7;0,9200;90;127;77;CD1
AUT13263SKF;VKM 13263;1427550;15;14;13;0,00%;7;0,3020;64;95;97;CC1
AUT33074SKF;VKM 33074;1427600;91;97;48;0,01%;33;0,6790;137;190;125;BB1
AUT34033SKF;VKM 34033;1427650;2;2;1;0,00%;2;0,6980;84;111;111;CD9
AUT34047SKF;VKM 34047;1427700;21;21;6;0,01%;12;0,9600;137;145;125;BC1
AUT34052SKF;VKM 34052;1427720;25;23;8;0,01%;17;0,8060;137;145;125;CC1
AUT35015SKF;VKM 35015;1427750;4;6;5;0,00%;5;1,0260;137;145;125;CD2
AUT35025SKF;VKM 35025;1427760;33;32;20;0,00%;14;0,3160;64;95;97;CC1
AUT37005SKF;VKM 37005;1427800;5;5;5;0,00%;4;0,9100;137;125;95;OO9
AUT31043SKF;VKM 31043;1427900;2;2;2;0,00%;2;0,2770;64;95;97;OO9
AUT81204SKF;VKM 81204;1427950;6;8;5;0,00%;6;0,3080;49;76;78;CD1
AUT31058SKF;VKM 31058;1428000;659;467;148;0,14%;36;0,6197;111;111;84;AB1
AUT76103SKF;VKM 76103;1428150;1;1;1;0,00%;1;0,3080;67;122;112;CD9
AUT35260SKF;VKM 35260;1428480;1;1;1;0,00%;1;0,8900;137;125;95;OO9
AUT35603SKF;VKM 35603;1428490;6;4;4;0,00%;3;0,7830;84;111;111;CD1
AUT71809SKF;VKM 71809;1428500;173;145;65;0,03%;33;0,2000;69;69;127;AB1
AUT25260SKF;VKM 25260;1428550;37;30;20;0,00%;22;0,2900;49;76;78;CC1
AUT21269SKF;VKM 21269;1428640;17;17;8;0,00%;11;0,7130;64;95;97;CC1
AUT93108SKF;VKM 93108;1428900;1;1;1;0,00%;1;1,4220;148;148;68;CD9
AUT15260SKF;VKM 15260;1429040;8;8;8;0,00%;8;0,5160;64;95;97;CD1
AUT61015SKF;VKM 61015;1429170;1;1;1;0,00%;1;0,4920;64;95;97;CD9
AUT60014SKF;VKM 60014;1429200;30;28;21;0,00%;18;0,9300;137;190;125;CC1
AUT61020SKF;VKM 61020;1429240;86;76;40;0,04%;31;2,4350;183;250;190;AB1
AUT34702SKF;VKM 34702;1429400;4;4;4;0,00%;4;1,3610;137;190;125;CD2
AUT33131SKF;VKM 33131;1429480;170;135;57;0,02%;35;0,2200;49;76;78;BB1
AUT25701SKF;VKM 25701;1429840;4;3;3;0,00%;2;0,2170;64;95;97;CD2
AUT31047SKF;VKM 31047;1429850;2;2;2;0,00%;2;0,6130;84;111;111;CD2
AUT32301SKF;VKM 32301;1429890;5;6;5;0,00%;3;0,3230;64;95;97;CD1
AUT31310SKF;VKM 31310;1429900;5;5;5;0,00%;5;0,5480;64;109;222;CD1
AUT300SKF;VKN 300;1449880;3;3;3;0,00%;3;0,3333;120;197;42;CD9
AUT402SKF;VKN 402 A;1449884;4;6;5;0,00%;5;2,0280;160;160;475;CD1
AUT400SKF;VKN 400 A;1449960;2;1;1;0,00%;1;0,3460;250;55;45;CD9
ROD71912SKF;71912 ACD/P4A;1450520;12;2;1;0,00%;2;0,2140;27;93;95;CD9
ROD71913SKF2;71913 CD/P4ADGA;1450530;17;25;5;0,03%;15;0,4570;54;93;95;AC1
ROD24SKF;AMS 24 ABP;1453400;9;5;2;0,01%;4;4,3707;46;188;185;BD9
ROD4SKF15;RLS 4;1453900;12;4;1;0,00%;4;0,0402;17;45;47;CD9
ROD5SKF30;RLS 5;1454200;7;2;2;0,00%;2;0,0602;17;45;47;OO9
ROD5SKF32;RLS 5-2Z;1454400;4;1;1;0,00%;1;0,0645;17;45;47;OO9
ROD6SKF27;RLS 6;1454500;2;1;1;0,00%;1;0,1171;19;55;57;CD9
ROD6SKF28;RLS 6-2RS1;1454600;28;2;1;0,00%;2;0,1217;19;55;57;CD9
ROD9SKF16;RLS 9;1455400;29;5;1;0,00%;4;0,2244;22;65;67;CD9
ROD10SKF48;RLS 10;1455700;13;2;1;0,00%;2;0,3040;23;76;78;OO9
ROD13SKF15;RLS 13;1456500;1;1;1;0,00%;1;0,5270;27;94;96;OO9
ROD9SKF18;RMS 9;1459500;4;4;3;0,00%;3;0,3685;28;76;78;CD9
ROD81108SKF;81108 TN;1470060;2;2;2;0,00%;2;0,1125;29;65;67;CD9
